Symbol,Name,MarketCap,Sector,Industry
INTC,Intel Corporation,169735200000,Technology,Semiconductors
NTLA,"Intellia Therapeutics, Inc.",498175381,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IPCI,Intellipharmaceutics International Inc.,78830042,Health Care,Major Pharmaceuticals
IPAR,"Inter Parfums, Inc.",1116691220,Consumer Non-Durables,Package Goods/Cosmetics
IBKR,"Interactive Brokers Group, Inc.",15386355988,Finance,Investment Bankers/Brokers/Service
ICPT,"Intercept Pharmaceuticals, Inc.",3151458942,Health Care,Major Pharmaceuticals
IDCC,"InterDigital, Inc.",2895484720,Miscellaneous,Multi-Sector Companies
TILE,"Interface, Inc.",1269901875,Consumer Durables,Home Furnishings
LINK,"Interlink Electronics, Inc.",69616523,Technology,Computer peripheral equipment
IMI,"Intermolecular, Inc.",52007579,Technology,Semiconductors
INAP,Internap Corporation,135130534,Technology,"Computer Software: Programming, Data Processing"
IBOC,International Bancshares Corporation,2510905460,Finance,Major Banks
ISCA,International Speedway Corporation,1654429908,Consumer Services,Services-Misc. Amusement & Recreation
IGLD,Internet Gold Golden Lines Ltd.,213499102,Public Utilities,Telecommunications Equipment
IIJI,"Internet Initiative Japan, Inc.",16608107,Technology,"Computer Software: Programming, Data Processing"
IDXG,"Interpace Diagnostics Group, Inc.",14311446,Health Care,Medical/Dental Instruments
XENT,"Intersect ENT, Inc.",401491202,Health Care,Medical/Dental Instruments
INTX,"Intersections, Inc.",88988330,Technology,EDP Services
IVAC,"Intevac, Inc.",224598528,Technology,Industrial Machinery/Components
INTL,INTL FCStone Inc.,712973727,Finance,Investment Bankers/Brokers/Service
ITCI,Intra-Cellular Therapies Inc.,619601240,Health Care,Major Pharmaceuticals
IIN,IntriCon Corporation,55242000,Capital Goods,Electrical Products
INTU,Intuit Inc.,32344054346,Technology,Computer Software: Prepackaged Software
ISRG,"Intuitive Surgical, Inc.",28888154089,Health Care,Industrial Specialties
INVT,"Inventergy Global, Inc.",5881440,Public Utilities,Telecommunications Equipment
SNAK,"Inventure Foods, Inc.",104457439,Consumer Non-Durables,Packaged Foods
ISTR,Investar Holding Corporation,145587946,Finance,Major Banks
ISBC,"Investors Bancorp, Inc.",4573661955,Finance,Major Banks
ITIC,Investors Title Company,261368895,Finance,Specialty Insurers
NVIV,InVivo Therapeutics Holdings Corp.,136141087,Health Care,Medical/Dental Instruments
IVTY,"Invuity, Inc.",138150161,Health Care,Medical/Dental Instruments
IONS,"Ionis Pharmaceuticals, Inc.",6629802295,Health Care,Major Pharmaceuticals
IPAS,iPass Inc.,84811240,Technology,EDP Services
DTYS,iPath US Treasury 10-year Bear ETN,54898052,Finance,Commercial Banks
DTYL,iPath US Treasury 10-year Bull ETN,5140901,Finance,Commercial Banks
DTUS,iPath US Treasury 2-year Bear ETN,8042197,Finance,Commercial Banks
DTUL,iPath US Treasury 2-year Bull ETN,3725155,Finance,Commercial Banks
DFVS,iPath US Treasury 5-year Bear Exchange Traded Note,2168768,Finance,Commercial Banks
DFVL,iPath US Treasury 5-year Bull ETN,4520749,Finance,Commercial Banks
FLAT,iPath US Treasury Flattener ETN,3310887,Finance,Commercial Banks
DLBS,iPath US Treasury Long Bond Bear ETN,22485898,Finance,Commercial Banks
DLBL,iPath US Treasury Long Bond Bull ETN,5308823,Finance,Commercial Banks
STPP,iPath US Treasury Steepener ETN,3383087,Finance,Commercial Banks
IPGP,IPG Photonics Corporation,6358907644,Technology,Semiconductors
IRMD,iRadimed Corporation,96407775,Health Care,Medical/Dental Instruments
IRTC,"iRhythm Technologies, Inc.",828876708,Health Care,Medical/Dental Instruments
IRIX,IRIDEX Corporation,172861083,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
IRDM,Iridium Communications Inc,795982483,Consumer Durables,Telecommunications Equipment
IRDMB,Iridium Communications Inc,150000000,Consumer Durables,Telecommunications Equipment
IRBT,iRobot Corporation,1561752815,Consumer Durables,Consumer Electronics/Appliances
IRWD,"Ironwood Pharmaceuticals, Inc.",2584486557,Health Care,Major Pharmaceuticals
IRCP,IRSA Propiedades Comerciales S.A.,81327796,Consumer Services,Building operators
PMPT,iSectors Post-MPT Growth ETF,10028100,n/a,n/a
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,284251500,n/a,n/a
TLT,iShares 20+ Year Treasury Bond ETF,5155920000,n/a,n/a
AIA,iShares Asia 50 ETF,343540760,n/a,n/a
COMT,iShares Commodities Select Strategy ETF,168707000,n/a,n/a
IXUS,iShares Core MSCI Total International Stock ETF,4349700000,n/a,n/a
FALN,iShares Fallen Angels USD Bond ETF,10958640,n/a,n/a
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,40416000,n/a,n/a
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,467343000,n/a,n/a
IGF,iShares Global Infrastructure ETF,1416524000,n/a,n/a
GNMA,iShares GNMA Bond ETF,165456500,n/a,n/a
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,10413000,n/a,n/a
JKI,iShares Morningstar Mid-Cap ETF,376175000,n/a,n/a
ACWX,iShares MSCI ACWI ex US Index Fund,2032520000,n/a,n/a
ACWI,iShares MSCI ACWI Index Fund,6495408000,n/a,n/a
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,2619190000,n/a,n/a
EWZS,iShares MSCI Brazil Small-Cap ETF,58722500,n/a,n/a
MCHI,iShares MSCI China ETF,2276820000,n/a,n/a
ESGD,iShares MSCI EAFE ESG Optimized ETF,117540000,n/a,n/a
SCZ,iShares MSCI EAFE Small-Cap ETF,6944310000,n/a,n/a
ESGE,iShares MSCI EM ESG Optimized ETF,41738200,n/a,n/a
EEMA,iShares MSCI Emerging Markets Asia Index Fund,301875000,n/a,n/a
EUFN,iShares MSCI Europe Financials Sector Index Fund,703534500,n/a,n/a
IEUS,iShares MSCI Europe Small-Cap ETF,83250000,n/a,n/a
MPCT,iShares MSCI Global Impact ETF,20028000,n/a,n/a
ENZL,iShares MSCI New Zealand Capped ETF,143140000,n/a,n/a
QAT,iShares MSCI Qatar Capped ETF,48510000,n/a,n/a
UAE,iShares MSCI UAE Capped ETF,43273755,n/a,n/a
ESGU,iShares MSCI USA ESG Optimized ETF,7767000,n/a,n/a
IBB,iShares Nasdaq Biotechnology Index Fund,8651214000,n/a,n/a
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,845248000,n/a,n/a
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,45668400,n/a,n/a
ICLN,iShares S&P Global Clean Energy Index Fund,79764000,n/a,n/a
WOOD,iShares S&P Global Timber & Forestry Index Fund,231109800,n/a,n/a
INDY,iShares S&P India Nifty 50 Index Fund,801675000,n/a,n/a
ISHG,iShares S&P/Citigroup 1-3 Year International Treasury Bond Fun,69531570,n/a,n/a
IGOV,iShares S&P/Citigroup International Treasury Bond Fund,596046000,n/a,n/a
ISLE,"Isle of Capri Casinos, Inc.",1063764257,Consumer Services,Hotels/Resorts
ISRL,"Isramco, Inc.",332101840,Energy,Oil & Gas Production
ITI,"Iteris, Inc.",158295749,Consumer Durables,Telecommunications Equipment
ITRI,"Itron, Inc.",2274472343,Capital Goods,Electrical Products
ITRN,Ituran Location and Control Ltd.,676092413,Consumer Non-Durables,Electronic Components
ITUS,ITUS Corporation,31070974,Miscellaneous,Multi-Sector Companies
IVENC,Ivy NextShares,0,n/a,n/a
IVFGC,Ivy NextShares,0,n/a,n/a
IVFVC,Ivy NextShares,0,n/a,n/a
XXIA,Ixia,1619925516,Capital Goods,Electrical Products
IXYS,IXYS Corporation,393561806,Technology,Semiconductors
IZEA,IZEA Inc.,22726521,Consumer Services,Advertising
JJSF,J & J Snack Foods Corp.,2505731861,Consumer Non-Durables,Specialty Foods
MAYS,"J. W. Mays, Inc.",83654870,Consumer Services,Building operators
JBHT,"J.B. Hunt Transport Services, Inc.",10891766966,Transportation,Trucking Freight/Courier Services
JCOM,"j2 Global, Inc.",3956506382,Technology,Telecommunications Equipment
JASO,"JA Solar Holdings, Co., Ltd.",196193804,Technology,Semiconductors
JKHY,"Jack Henry & Associates, Inc.",7374819505,Technology,EDP Services
JACK,Jack In The Box Inc.,3022418432,Consumer Services,Restaurants
JXSB,Jacksonville Bancorp Inc.,52157776,Finance,Savings Institutions
JAGX,"Jaguar Animal Health, Inc.",17368844,Health Care,Major Pharmaceuticals
JAKK,"JAKKS Pacific, Inc.",107010716,Consumer Non-Durables,Recreational Products/Toys
JMBA,"Jamba, Inc.",148545888,Consumer Services,Restaurants
JRVR,"James River Group Holdings, Ltd.",1245202009,Finance,Property-Casualty Insurers
SGQI,Janus SG Global Quality Income ETF,0,n/a,n/a
JSML,Janus Small Cap Growth Alpha ETF,6306440,n/a,n/a
JSMD,Janus Small/Mid Cap Growth Alpha ETF,11471680,n/a,n/a
JASN,"Jason Industries, Inc.",26874846,Consumer Durables,Miscellaneous manufacturing industries
JASNW,"Jason Industries, Inc.",0,Consumer Durables,Miscellaneous manufacturing industries
JAZZ,Jazz Pharmaceuticals plc,8006056510,Health Care,Major Pharmaceuticals
JD,"JD.com, Inc.",28342654589,Consumer Services,Other Specialty Stores
JSYN,Jensyn Acquistion Corp.,52673069,Finance,Business Services
JSYNR,Jensyn Acquistion Corp.,0,Finance,Business Services
JSYNU,Jensyn Acquistion Corp.,0,Finance,Business Services
JSYNW,Jensyn Acquistion Corp.,0,Finance,Business Services
JBLU,JetBlue Airways Corporation,6808131664,Transportation,Air Freight/Delivery Services
JTPY,JetPay Corporation,38496690,Finance,Business Services
JCTCF,Jewett-Cameron Trading Company,27778472,Consumer Services,RETAIL: Building Materials
JIVE,"Jive Software, Inc.",348363352,Technology,EDP Services
WYIG,JM Global Holding Company,65100000,Finance,Business Services
WYIGU,JM Global Holding Company,68906250,Finance,Business Services
WYIGW,JM Global Holding Company,0,Finance,Business Services
JMU,JMU Limited,35198489,Technology,EDP Services
JBSS,"John B. Sanfilippo & Son, Inc.",702514335,Consumer Non-Durables,Specialty Foods
JOUT,Johnson Outdoors Inc.,349610158,Consumer Non-Durables,Recreational Products/Toys
JNCE,"Jounce Therapeutics, Inc.",736788495,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
JNP,"Juniper Pharmaceuticals, Inc.",55845323,Health Care,Major Pharmaceuticals
JUNO,"Juno Therapeutics, Inc.",2287881840,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KTWO,"K2M Group Holdings, Inc.",910770241,Health Care,Medical/Dental Instruments
KALU,Kaiser Aluminum Corporation,1393209352,Capital Goods,Metal Fabrications
KALV,"KalVista Pharmaceuticals, Inc.",73049811,Health Care,Major Pharmaceuticals
KMDA,Kamada Ltd.,254934323,Health Care,Major Pharmaceuticals
KNDI,"Kandi Technologies Group, Inc.",200338480,Capital Goods,Auto Manufacturing
KPTI,Karyopharm Therapeutics Inc.,479660882,Health Care,Major Pharmaceuticals
KBSF,KBS Fashion Group Limited,11650474,Consumer Non-Durables,Apparel
KCAP,"KCAP Financial, Inc.",152431005,n/a,n/a
KRNY,Kearny Financial,1354490831,Finance,Savings Institutions
KELYA,"Kelly Services, Inc.",823774726,Technology,Professional Services
KELYB,"Kelly Services, Inc.",822244968,Technology,Professional Services
KMPH,"KemPharm, Inc.",56390881,Health Care,Major Pharmaceuticals
KFFB,Kentucky First Federal Bancorp,83138310,Finance,Savings Institutions
KERX,"Keryx Biopharmaceuticals, Inc.",510728954,Health Care,Major Pharmaceuticals
KEQU,Kewaunee Scientific Corporation,61682280,Capital Goods,Medical Specialities
KTEC,"Key Technology, Inc.",84387916,Technology,Industrial Machinery/Components
KTCC,Key Tronic Corporation,78007680,Technology,Computer peripheral equipment
KFRC,"Kforce, Inc.",676636305,Technology,Professional Services
KE,"Kimball Electronics, Inc.",442747280,Technology,Electrical Products
KBAL,"Kimball International, Inc.",635986098,Consumer Durables,Home Furnishings
KIN,"Kindred Biosciences, Inc.",120493555,Health Care,Major Pharmaceuticals
KGJI,Kingold Jewelry Inc.,75921697,Miscellaneous,Business Services
KINS,"Kingstone Companies, Inc",162506915,Finance,Property-Casualty Insurers
KONE,Kingtone Wirelessinfo Solution Holding Ltd,2057400,Technology,EDP Services
KNSL,"Kinsale Capital Group, Inc.",660723958,Finance,Property-Casualty Insurers
KIRK,"Kirkland&#39;s, Inc.",180304186,Consumer Services,Other Specialty Stores
KITE,"Kite Pharma, Inc.",3640290419,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KTOV,Kitov Pharmaceuticals Holdings Ltd.,9093118,Health Care,Major Pharmaceuticals
KTOVW,Kitov Pharmaceuticals Holdings Ltd.,0,Health Care,Major Pharmaceuticals
KLAC,KLA-Tencor Corporation,14171465114,Capital Goods,Electronic Components
KLRE,KLR Energy Acquisition Corp.,105698060,Energy,Oil & Gas Production
KLREU,KLR Energy Acquisition Corp.,0,Energy,Oil & Gas Production
KLREW,KLR Energy Acquisition Corp.,0,Energy,Oil & Gas Production
KLXI,KLX Inc.,2709975762,Capital Goods,Aerospace
KONA,"Kona Grill, Inc.",64835010,Consumer Services,Restaurants
KZ,KongZhong Corporation,252766673,Technology,Telecommunications Equipment
KOPN,Kopin Corporation,225013222,Technology,Semiconductors
KRNT,Kornit Digital Ltd.,486541006,Capital Goods,Industrial Machinery/Components
KOSS,Koss Corporation,16758743,Consumer Non-Durables,Consumer Electronics/Appliances
KWEB,KraneShares CSI China Internet ETF,136510000,n/a,n/a
KTOS,"Kratos Defense & Security Solutions, Inc.",557509398,Capital Goods,Military/Government/Technical
KLIC,"Kulicke and Soffa Industries, Inc.",1446785438,Technology,Semiconductors
KURA,"Kura Oncology, Inc.",213677470,Health Care,Major Pharmaceuticals
KVHI,"KVH Industries, Inc.",149004882,Technology,Radio And Television Broadcasting And Communications Equipment
FSTR,L.B. Foster Company,149925502,Basic Industries,Metal Fabrications
LJPC,La Jolla Pharmaceutical Company,630571563,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LSBK,"Lake Shore Bancorp, Inc.",96039657,Finance,Savings Institutions
LBAI,"Lakeland Bancorp, Inc.",963349200,Finance,Major Banks
LKFN,Lakeland Financial Corporation,1146393654,Finance,Major Banks
LAKE,"Lakeland Industries, Inc.",73343311,Health Care,Industrial Specialties
LRCX,Lam Research Corporation,19316541164,Technology,Industrial Machinery/Components
LAMR,Lamar Advertising Company,7400138351,Consumer Services,Real Estate Investment Trusts
LANC,Lancaster Colony Corporation,3653827582,Consumer Non-Durables,Packaged Foods
LCA,"Landcadia Holdings, Inc.",318750000,Finance,Business Services
LCAHU,"Landcadia Holdings, Inc.",0,Finance,Business Services
LCAHW,"Landcadia Holdings, Inc.",0,Finance,Business Services
LNDC,Landec Corporation,350430191,Basic Industries,Major Chemicals
LARK,Landmark Bancorp Inc.,116274395,Finance,Major Banks
LMRK,Landmark Infrastructure Partners LP,333238815,Consumer Services,Real Estate
LMRKO,Landmark Infrastructure Partners LP,0,Consumer Services,Real Estate
LMRKP,Landmark Infrastructure Partners LP,0,Consumer Services,Real Estate
LE,"Lands&#39; End, Inc.",573325526,Consumer Services,Clothing/Shoe/Accessory Stores
LSTR,"Landstar System, Inc.",3650524121,Transportation,Trucking Freight/Courier Services
LNTH,"Lantheus Holdings, Inc.",493657849,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LTRX,"Lantronix, Inc.",51361609,Technology,Computer Communications Equipment
LSCC,Lattice Semiconductor Corporation,860456846,Technology,Semiconductors
LAUR,"Laureate Education, Inc.",2103762138,Consumer Services,Other Consumer Services
LAWS,"Lawson Products, Inc.",242897133,Consumer Durables,Industrial Specialties
LAYN,Layne Christensen Company,188142997,Basic Industries,Engineering & Construction
LCNB,LCNB Corporation,224455661,Finance,Major Banks
LBIX,Leading Brands Inc,5156438,Consumer Non-Durables,Beverages (Production/Distribution)
LPTX,"LEAP THERAPEUTICS, INC.",133015577,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LGCY,Legacy Reserves LP,175026604,Energy,Oil & Gas Production
LGCYO,Legacy Reserves LP,76860000,Energy,Oil & Gas Production
LGCYP,Legacy Reserves LP,21680000,Energy,Oil & Gas Production
LTXB,"LegacyTexas Financial Group, Inc.",2039964815,Finance,Savings Institutions
DDBI,Legg Mason Developed EX-US Diversified Core ETF,0,n/a,n/a
EDBI,Legg Mason Emerging Markets Diversified Core ETF,0,n/a,n/a
INFR,Legg Mason Global Infrastructure ETF,0,n/a,n/a
LVHD,Legg Mason Low Volatility High Dividend ETF,0,n/a,n/a
UDBI,Legg Mason US Diversified Core ETF,0,n/a,n/a
LMAT,"LeMaitre Vascular, Inc.",413674676,Health Care,Medical/Dental Instruments
TREE,"LendingTree, Inc.",1410112558,Finance,Finance: Consumer Services
LXRX,"Lexicon Pharmaceuticals, Inc.",1673944807,Health Care,Major Pharmaceuticals
LGIH,"LGI Homes, Inc.",636559994,Capital Goods,Homebuilding
LHCG,LHC Group,892665791,Health Care,Medical/Nursing Services
LLIT,Lianluo Smart Limited,10301052,Health Care,Medical/Dental Instruments
LBRDA,Liberty Broadband Corporation,15161896405,Consumer Services,Television Services
LBRDK,Liberty Broadband Corporation,15440046303,Consumer Services,Television Services
LEXEA,"Liberty Expedia Holdings, Inc.",2462806375,Consumer Services,Other Consumer Services
LEXEB,"Liberty Expedia Holdings, Inc.",2334683500,Consumer Services,Other Consumer Services
LBTYA,Liberty Global plc,31215565868,Consumer Services,Television Services
LBTYB,Liberty Global plc,32844359729,Consumer Services,Television Services
LBTYK,Liberty Global plc,30517511356,Consumer Services,Television Services
LILA,Liberty Global plc,4050686238,Consumer Services,Television Services
LILAK,Liberty Global plc,4062777839,Consumer Services,Television Services
LVNTA,Liberty Interactive Corporation,3768841979,Consumer Services,Catalog/Specialty Distribution
LVNTB,Liberty Interactive Corporation,3832054651,Consumer Services,Catalog/Specialty Distribution
QVCA,Liberty Interactive Corporation,8573179620,Consumer Services,Catalog/Specialty Distribution
QVCB,Liberty Interactive Corporation,9064114614,Consumer Services,Catalog/Specialty Distribution
BATRA,Liberty Media Corporation,0,Consumer Services,Broadcasting
BATRK,Liberty Media Corporation,1080470876,Consumer Services,Broadcasting
FWONA,Liberty Media Corporation,0,Consumer Services,Broadcasting
FWONK,Liberty Media Corporation,8045022787,Consumer Services,Broadcasting
LSXMA,Liberty Media Corporation,0,Consumer Services,Broadcasting
LSXMB,Liberty Media Corporation,0,Consumer Services,Broadcasting
LSXMK,Liberty Media Corporation,13007730349,Consumer Services,Broadcasting
TAX,"Liberty Tax, Inc.",184942591,Miscellaneous,Multi-Sector Companies
LTRPA,"Liberty TripAdvisor Holdings, Inc.",1001285725,Technology,EDP Services
LTRPB,"Liberty TripAdvisor Holdings, Inc.",1200042816,Technology,EDP Services
LPNT,"LifePoint Health, Inc.",2588368349,Health Care,Hospital/Nursing Management
LCUT,"Lifetime Brands, Inc.",211414546,Capital Goods,Industrial Machinery/Components
LFVN,Lifevantage Corporation,79242478,Health Care,Major Pharmaceuticals
LWAY,"Lifeway Foods, Inc.",174641649,Consumer Non-Durables,Packaged Foods
LGND,Ligand Pharmaceuticals Incorporated,2168347013,Health Care,Major Pharmaceuticals
LTBR,Lightbridge Corporation,5490253,Consumer Services,Professional Services
LPTH,"LightPath Technologies, Inc.",56944289,Technology,Semiconductors
LMB,"Limbach Holdings, Inc.",105108323,Basic Industries,Engineering & Construction
LLNW,"Limelight Networks, Inc.",239837642,Miscellaneous,Business Services
LMNR,Limoneira Co,259380539,Consumer Non-Durables,Farming/Seeds/Milling
LINC,Lincoln Educational Services Corporation,53941626,Consumer Services,Other Consumer Services
LECO,"Lincoln Electric Holdings, Inc.",5726592596,Technology,Industrial Machinery/Components
LIND,Lindblad Expeditions Holdings Inc. ,412337266,Consumer Services,Transportation Services
LINDW,Lindblad Expeditions Holdings Inc. ,0,Consumer Services,Transportation Services
LLTC,Linear Technology Corporation,15616712226,Technology,Semiconductors
LBIO,"Lion Biotechnologies, Inc.",474965267,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LPCN,Lipocine Inc.,73043572,Health Care,Major Pharmaceuticals
LQDT,"Liquidity Services, Inc.",260541557,Miscellaneous,Business Services
LFUS,"Littelfuse, Inc.",3698208507,Consumer Durables,Electrical Products
LIVN,LivaNova PLC,2480679665,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LOB,"Live Oak Bancshares, Inc.",863343474,Finance,Major Banks
LIVE,Live Ventures Incorporated,29625173,Technology,EDP Services
LPSN,"LivePerson, Inc.",402897408,Technology,Computer Software: Prepackaged Software
LKQ,LKQ Corporation,9766691099,Consumer Services,Motor Vehicles
LMFA,"LM Funding America, Inc.",13565640,Finance,Finance: Consumer Services
LMFAW,"LM Funding America, Inc.",0,Finance,Finance: Consumer Services
LMIA,"LMI Aerospace, Inc.",181213863,Capital Goods,Military/Government/Technical
LOGI,Logitech International S.A.,4688318577,Technology,Computer peripheral equipment
LOGM,"LogMein, Inc.",5139020000,n/a,n/a
EVAR,"Lombard Medical, Inc.",12924086,Health Care,Medical/Dental Instruments
CNCR,Loncar Cancer Immunotherapy ETF,0,n/a,n/a
LONE,Lonestar Resources US Inc.,124617981,Energy,Oil & Gas Production
LTEA,Long Island Iced Tea Corp.,32622958,Consumer Non-Durables,Beverages (Production/Distribution)
LORL,"Loral Space and Communications, Inc.",1226483577,Technology,Radio And Television Broadcasting And Communications Equipment
LOXO,"Loxo Oncology, Inc.",1175523509,Health Care,Major Pharmaceuticals
LPLA,LPL Financial Holdings Inc.,3612715481,Finance,Investment Bankers/Brokers/Service
LRAD,LRAD Corporation,51516167,Consumer Non-Durables,Consumer Electronics/Appliances
LYTS,LSI Industries Inc.,250812202,Consumer Durables,Building Products
LULU,lululemon athletica inc.,9006166446,Consumer Non-Durables,Apparel
LITE,Lumentum Holdings Inc.,2846648796,Consumer Durables,Telecommunications Equipment
LMNX,Luminex Corporation,746060681,Health Care,Medical/Dental Instruments
LMOS,Lumos Networks Corp.,417299767,Public Utilities,Telecommunications Equipment
LUNA,Luna Innovations Incorporated,51531832,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MBTF,M B T Financial Corp,246699304,Finance,Major Banks
MACQ,"M I Acquisitions, Inc.",0,Finance,Business Services
MACQU,"M I Acquisitions, Inc.",0,n/a,n/a
MACQW,"M I Acquisitions, Inc.",0,Finance,Business Services
MIII,M III Acquisition Corp.,188642200,Finance,Business Services
MIIIU,M III Acquisition Corp.,0,Finance,Business Services
MIIIW,M III Acquisition Corp.,0,Finance,Business Services
MBVX,"MabVax Therapeutics Holdings, Inc.",18825369,Health Care,Major Pharmaceuticals
MCBC,Macatawa Bank Corporation,344498998,Finance,Major Banks
MFNC,Mackinac Financial Corporation,83929171,Finance,Major Banks
MTSI,"MACOM Technology Solutions Holdings, Inc.",2904278797,Technology,Semiconductors
MGNX,"MacroGenics, Inc.",709616852,Health Care,Major Pharmaceuticals
MDGL,"Madrigal Pharmaceuticals, Inc.",186047996,Health Care,Major Pharmaceuticals
MAGS,Magal Security Systems Ltd.,103004306,Consumer Durables,Telecommunications Equipment
MGLN,"Magellan Health, Inc.",1616558626,Health Care,Hospital/Nursing Management
MGIC,Magic Software Enterprises Ltd.,349202858,Technology,Computer Software: Prepackaged Software
CALL,magicJack VocalTec Ltd,119225213,Public Utilities,Telecommunications Equipment
MNGA,MagneGas Corporation,25548259,Technology,Industrial Machinery/Components
MGYR,"Magyar Bancorp, Inc.",80908369,Finance,Savings Institutions
MHLD,"Maiden Holdings, Ltd.",1324261523,Finance,Property-Casualty Insurers
MSFG,"MainSource Financial Group, Inc.",828227916,Finance,Major Banks
MMYT,MakeMyTrip Limited,1633728067,Consumer Services,Transportation Services
MBUU,"Malibu Boats, Inc.",379806179,Capital Goods,Marine Transportation
MLVF,"Malvern Bancorp, Inc.",135139337,Finance,Banks
MAMS,"MAM Software Group, Inc.",78146055,Technology,Computer Software: Prepackaged Software
TUSK,"Mammoth Energy Services, Inc.",808125000,Energy,Oilfield Services/Equipment
MANH,"Manhattan Associates, Inc.",3569217132,Technology,Computer Software: Prepackaged Software
LOAN,"Manhattan Bridge Capital, Inc",49216968,Consumer Services,Real Estate Investment Trusts
MNTX,"Manitex International, Inc.",123777849,Technology,Industrial Machinery/Components
MTEX,"Mannatech, Incorporated",49707058,Consumer Durables,Specialty Chemicals
MNKD,MannKind Corporation,203420765,Health Care,Major Pharmaceuticals
MANT,ManTech International Corporation,1401482788,Consumer Services,Other Consumer Services
MARA,"Marathon Patent Group, Inc.",26058337,Miscellaneous,Multi-Sector Companies
MCHX,"Marchex, Inc.",116959752,Miscellaneous,Business Services
MARPS,Marine Petroleum Trust,9796000,Energy,Oil & Gas Production
MRNS,"Marinus Pharmaceuticals, Inc.",26208308,Health Care,Major Pharmaceuticals
MKTX,"MarketAxess Holdings, Inc.",7286112978,Finance,Investment Bankers/Brokers/Service
MRLN,Marlin Business Services Corp.,305502370,Finance,Major Banks
MAR,Marriott International,33289296336,Consumer Services,Hotels/Resorts
MBII,"Marrone Bio Innovations, Inc.",49316604,Basic Industries,Agricultural Chemicals
MRTN,"Marten Transport, Ltd.",799555418,Transportation,Trucking Freight/Courier Services
MMLP,Martin Midstream Partners L.P.,726526622,Energy,Oil Refining/Marketing
MRVL,Marvell Technology Group Ltd.,8172111000,Technology,Semiconductors
MASI,Masimo Corporation,4703089917,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MTCH,"Match Group, Inc.",4147454000,Technology,"Computer Software: Programming, Data Processing"
MTLS,Materialise NV,118933709,Technology,Computer Software: Prepackaged Software
MTRX,Matrix Service Company,422841277,Basic Industries,Engineering & Construction
MAT,"Mattel, Inc.",8715235226,Consumer Non-Durables,Recreational Products/Toys
MATR,Mattersight Corporation,93179471,Technology,EDP Services
MATW,Matthews International Corporation,2128636026,Capital Goods,Metal Fabrications
MXIM,"Maxim Integrated Products, Inc.",12528882360,Technology,Semiconductors
MXPT,"MaxPoint Interactive, Inc.",30505539,Consumer Services,Advertising
MXWL,"Maxwell Technologies, Inc.",169994150,Miscellaneous,Industrial Machinery/Components
MZOR,Mazor Robotics Ltd.,323258678,Health Care,Medical/Dental Instruments
MBFI,MB Financial Inc.,3838934505,Finance,Major Banks
MBFIP,MB Financial Inc.,105672400,Finance,Major Banks
MCFT,"MCBC Holdings, Inc.",286473883,Capital Goods,Marine Transportation
MGRC,McGrath RentCorp,818533651,Technology,Diversified Commercial Services
MDCA,MDC Partners Inc.,449415855,Technology,Advertising
MFIN,Medallion Financial Corp.,46431485,Finance,Finance: Consumer Services
MFINL,Medallion Financial Corp.,0,Finance,Finance: Consumer Services
MTBC,"Medical Transcription Billing, Corp.",7836396,Technology,Computer Software: Prepackaged Software
MTBCP,"Medical Transcription Billing, Corp.",7471592,Technology,Computer Software: Prepackaged Software
MNOV,"MediciNova, Inc.",218905479,Health Care,Major Pharmaceuticals
MDSO,"Medidata Solutions, Inc.",3249951514,Technology,Computer Software: Prepackaged Software
MDGS,Medigus Ltd.,2320462,Health Care,Medical/Dental Instruments
MDWD,MediWound Ltd.,135968784,Consumer Durables,Specialty Chemicals
MDVX,Medovex Corp.,21655888,Health Care,Medical/Dental Instruments
MDVXW,Medovex Corp.,0,Health Care,Medical/Dental Instruments
MEDP,"Medpace Holdings, Inc.",1175410715,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEET,"MeetMe, Inc.",283134479,Consumer Services,Advertising
MEIP,"MEI Pharma, Inc.",62513128,Health Care,Major Pharmaceuticals
MPEL,Melco Crown Entertainment Limited,2889760074,Consumer Services,Hotels/Resorts
MLNX,"Mellanox Technologies, Ltd.",2369318602,Technology,Semiconductors
